Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Nature,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée
1975,261,07,07019,Aubenas,1975-08-21 19:10:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1251,2B,2B346,Vescovato,1975-08-21 19:15:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1237,2B,2B355,Volpajola,1975-08-21 19:28:00,60000,28200,28800,0,,,,,,3000,,,,,,,,
1975,1252,2A,2A362,Zonza,1975-08-21 21:05:00,30000,14100,14400,0,,,,,,1500,,,,,,,,
1975,2315,83,83139,Tourtour,1975-08-21 21:30:00,1000,470,480,0,,,,,,50,,5.0,Involontaire (particulier),,,,,
1975,2317,83,83018,Besse-sur-Issole,1975-08-21 23:40:00,1000,470,480,0,,,,,,50,,1.0,Malveillance,,,,,
1975,2316,83,83004,Les Arcs,1975-08-21 23:40:00,1000,470,480,0,,,,,,50,,5.0,Naturelle,,,,,
1975,1253,2A,2A127,Giuncheto,1975-08-22 08:25:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1254,2B,2B346,Vescovato,1975-08-22 09:15:00,100000,47000,48000,0,,,,,,5000,,,,,,,,
1975,1255,2A,2A004,Ajaccio,1975-08-22 10:08:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1256,2B,2B164,Monacia-d'Orezza,1975-08-22 10:15:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1257,2A,2A103,Cuttoli-Corticchiato,1975-08-22 10:48:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1258,2B,2B201,Pancheraccia,1975-08-22 13:50:00,30000,14100,14400,0,,,,,,1500,,,,,,,,
1975,1721,34,34123,Juvignac,1975-08-22 15:00:00,50000,23500,24000,0,,,,,,2500,,1.0,,,,,,
1975,1259,2B,2B049,Calenzana,1975-08-22 15:30:00,9000,4230,4320,0,,,,,,450,,,Accidentelle,,,,,
1975,1260,2B,2B080,Castifao,1975-08-22 17:00:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1918,34,34255,Saint-Gély-du-Fesc,1975-08-22 18:10:00,5000,2350,2400,0,,,,,,250,,1.0,Accidentelle,,,,,
1975,1694,34,34001,Abeilhan,1975-08-22 19:30:00,3000,1410,1440,0,,,,,,150,,1.0,,,,,,
1975,1261,2A,2A085,Cauro,1975-08-22 20:28:00,2000,940,960,0,,,,,,100,,,,,,,,
1975,2320,83,83116,Saint-Maximin-la-Sainte-Baume,1975-08-23 09:40:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1545,30,30011,Les Angles,1975-08-23 11:30:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1262,2B,2B290,Speloncato,1975-08-23 12:24:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1263,2A,2A004,Ajaccio,1975-08-23 13:13:00,60000,28200,28800,0,,,,,,3000,,,,,,,,
1975,655,13,13054,Marignane,1975-08-23 14:02:00,25000,11750,12000,0,,,,,,1250,,1.0,,,,,,
1975,384,11,11328,Routier,1975-08-23 15:00:00,40000,18800,19200,0,,,,,,2000,,1.0,Involontaire (travaux),,,,,
1975,1546,30,30235,Saint-Bonnet-du-Gard,1975-08-23 16:20:00,50000,23500,24000,0,,,,,,2500,,1.0,,,,,,
1975,1264,2A,2A006,Alata,1975-08-23 16:38:00,80000,37600,38400,0,,,,,,4000,,,,,,,,
1975,2328,83,83135,Tavernes,1975-08-23 16:50:00,20000,9400,9600,0,,,,,,1000,,5.0,,,,,,
1975,656,13,13011,Les Baux-de-Provence,1975-08-23 17:08:00,30000,14100,14400,0,,,,,,1500,,5.0,,,,,,
1975,2321,83,83066,Ginasservis,1975-08-23 17:16:00,2000,940,960,0,,,,,,100,,1.0,Involontaire (particulier),,,,,
1975,658,13,13048,Jouques,1975-08-23 17:35:00,5000,2350,2400,0,,,,,,250,,5.0,Involontaire (particulier),,,,,
1975,659,13,13100,Saint-Rémy-de-Provence,1975-08-23 18:28:00,30000,14100,14400,0,,,,,,1500,,,,,,,,
1975,1665,34,34016,Aumelas,1975-08-23 20:30:00,50000,23500,24000,0,,,,,,2500,,1.0,,,,,,
1975,2322,83,83048,La Croix-Valmer,1975-08-23 23:31:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,2446,84,84129,Sorgues,1975-08-24 03:15:00,6000,2820,2880,0,,,,,,300,,1.0,,,,,,
1975,662,13,13055,Marseille,1975-08-24 04:04:00,23000,10810,11040,0,,,,,,1150,,1.0,,,,,,
1975,2447,84,84079,Monieux,1975-08-24 07:55:00,25000,11750,12000,0,,,,,,1250,,1.0,,,,,,
1975,1675,34,34126,Lamalou-les-Bains,1975-08-24 09:30:00,5000,2350,2400,0,,,,,,250,,1.0,Accidentelle,,,,,
1975,2323,83,83036,Cavalaire-sur-Mer,1975-08-24 10:30:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (particulier),,,,,
1975,1547,30,30032,Beaucaire,1975-08-24 10:30:00,5000,2350,2400,0,,,,,,250,,1.0,,,,,,
1975,660,13,13100,Saint-Rémy-de-Provence,1975-08-24 10:58:00,15000,7050,7200,0,,,,,,750,,,,,,,,
1975,1548,30,30159,Le Martinet,1975-08-24 12:15:00,50000,23500,24000,0,,,,,,2500,,1.0,Accidentelle,,,,,
1975,1674,34,34160,Mons,1975-08-24 13:00:00,20000,9400,9600,0,,,,,,1000,,1.0,Accidentelle,,,,,
1975,1702,34,34199,Pézenas,1975-08-24 13:40:00,9000,4230,4320,0,,,,,,450,,1.0,Accidentelle,,,,,
1975,1549,30,30003,Aigues-Mortes,1975-08-24 14:00:00,100000,47000,48000,0,,,,,,5000,,1.0,,,,,,
1975,661,13,13071,Les Pennes-Mirabeau,1975-08-24 16:10:00,30000,14100,14400,0,,,,,,1500,,,,,,,,
1975,1678,34,34328,Vendémian,1975-08-24 16:15:00,150000,70500,72000,0,,,,,,7500,,1.0,,,,,,
1975,2324,83,83036,Cavalaire-sur-Mer,1975-08-24 16:55:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (particulier),,,,,
1975,379,11,11069,Carcassonne,1975-08-24 18:00:00,150000,70500,72000,0,,,,,,7500,,5.0,,,,,,
1975,1550,30,30316,Sénéchas,1975-08-24 20:00:00,30000,14100,14400,0,,,,,,1500,,1.0,Accidentelle,,,,,
1975,1661,34,34056,Castelnau-de-Guers,1975-08-24 20:30:00,70000,32900,33600,0,,,,,,3500,,1.0,Involontaire (travaux),,,,,
1975,262,07,07140,Lemps,1975-08-24 20:30:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,260,07,07343,Vinezac,1975-08-24 21:00:00,6000,2820,2880,0,,,,,,300,,1.0,,,,,,
1975,1663,34,34238,Saint-André-de-Buèges,1975-08-24 23:00:00,400000,188000,192000,0,,,,,,20000,,1.0,,,,,,
1975,1265,2B,2B123,Ghisonaccia,1975-08-25 08:05:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1266,2B,2B123,Ghisonaccia,1975-08-25 08:30:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,2325,83,83107,Roquebrune-sur-Argens,1975-08-25 09:15:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,670,13,13055,Marseille,1975-08-25 11:52:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,664,13,13047,Istres,1975-08-25 12:37:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,665,13,13014,Berre-l'Étang,1975-08-25 13:41:00,30000,14100,14400,0,,,,,,1500,,5.0,,,,,,
1975,1267,2A,2A308,Sainte-Lucie-de-Tallano,1975-08-25 14:00:00,1000,470,480,0,,,,,,50,,,Naturelle,,,,,
1975,2449,84,84083,Mornas,1975-08-25 14:30:00,2000,940,960,0,,,,,,100,,1.0,Involontaire (particulier),,,,,
1975,1915,34,34161,Montady,1975-08-25 14:45:00,5000,2350,2400,0,,,,,,250,,1.0,Involontaire (travaux),,,,,
1975,1555,30,30189,Nîmes,1975-08-25 15:00:00,30000,14100,14400,0,,,,,,1500,,1.0,,,,,,
1975,2326,83,83050,Draguignan,1975-08-25 15:05:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,2327,83,83004,Les Arcs,1975-08-25 17:30:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,667,13,13055,Marseille,1975-08-25 18:30:00,80000,37600,38400,0,,,,,,4000,,5.0,Naturelle,,,,,
1975,263,07,07245,Saint-Jean-de-Muzols,1975-08-25 19:20:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (travaux),,,,,
1975,2450,84,84069,Malaucène,1975-08-25 19:45:00,1000,470,480,0,,,,,,50,,1.0,Accidentelle,,,,,
1975,2329,83,83087,Nans-les-Pins,1975-08-25 20:00:00,1000,470,480,0,,,,,,50,,1.0,Naturelle,,,,,
1975,1664,34,34016,Aumelas,1975-08-26 00:30:00,600000,282000,288000,0,,,,,,30000,,1.0,,,,,,
1975,1554,30,30082,Clarensac,1975-08-26 10:00:00,40000,18800,19200,0,,,,,,2000,,3.0,,,,,,
1975,1716,34,34246,Saint-Christol,1975-08-26 10:50:00,3000,1410,1440,0,,,,,,150,,1.0,Involontaire (particulier),,,,,
1975,1717,34,34145,Lunel,1975-08-26 12:00:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,668,13,13071,Les Pennes-Mirabeau,1975-08-26 12:54:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1552,30,30159,Le Martinet,1975-08-26 13:15:00,110000,51700,52800,0,,,,,,5500,,5.0,,,,,,
1975,58,06,06113,Sainte-Agnès,1975-08-26 14:10:00,250000,117500,120000,0,,,,,,12500,,1.0,Accidentelle,,,,,
1975,2330,83,83137,Toulon,1975-08-26 14:26:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (particulier),,,,,
1975,1551,30,30220,Roquedur,1975-08-26 15:00:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,669,13,13024,Charleval,1975-08-26 15:33:00,100000,47000,48000,0,,,,,,5000,,5.0,,,,,,
1975,264,07,07201,Ruoms,1975-08-26 16:30:00,25000,11750,12000,0,,,,,,1250,,1.0,,,,,,
1975,2331,83,83148,Vidauban,1975-08-26 17:20:00,1000,470,480,0,,,,,,50,,1.0,Malveillance,,,,,
1975,2452,84,84087,Orange,1975-08-26 17:25:00,25000,11750,12000,0,,,,,,1250,,1.0,Accidentelle,,,,,
1975,1557,30,30302,Saint-Victor-la-Coste,1975-08-26 17:40:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (travaux),,,,,
1975,265,07,07165,Nonières,1975-08-26 18:00:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,2332,83,83121,Salernes,1975-08-26 18:45:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (particulier),,,,,
1975,1556,30,30230,Saint-André-de-Roquepertuis,1975-08-26 19:10:00,2000,940,960,0,,,,,,100,,1.0,Accidentelle,,,,,
1975,1553,30,30091,Congénies,1975-08-26 19:30:00,40000,18800,19200,0,,,,,,2000,,1.0,,,,,,
1975,266,07,07290,Saint-Prix,1975-08-26 20:00:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1710,34,34056,Castelnau-de-Guers,1975-08-26 20:25:00,10000,4700,4800,0,,,,,,500,,1.0,Naturelle,,,,,
1975,1671,34,34056,Castelnau-de-Guers,1975-08-26 20:30:00,10000,4700,4800,0,,,,,,500,,1.0,,,,,,
1975,1707,34,34221,Puéchabon,1975-08-27 09:30:00,2000,940,960,0,,,,,,100,,1.0,Accidentelle,,,,,
1975,1672,34,34101,Florensac,1975-08-27 11:00:00,50000,23500,24000,0,,,,,,2500,,1.0,Involontaire (travaux),,,,,
1975,1705,34,34124,Lacoste,1975-08-27 11:45:00,8000,3760,3840,0,,,,,,400,,1.0,Involontaire (travaux),,,,,
1975,2333,83,83019,Bormes-les-Mimosas,1975-08-27 12:45:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,2334,83,83101,Ramatuelle,1975-08-27 14:30:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (travaux),,,,,
1975,267,07,07140,Lemps,1975-08-27 17:30:00,10000,4700,4800,0,,,,,,500,,1.0,,,,,,
1975,1706,34,34323,Valmascle,1975-08-27 20:00:00,9000,4230,4320,0,,,,,,450,,1.0,Involontaire (travaux),,,,,
1975,2453,84,84100,La Roque-Alric,1975-08-27 22:40:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1708,34,34173,Montpeyroux,1975-08-28 09:15:00,3000,1410,1440,0,,,,,,150,,1.0,,,,,,
1975,1558,30,30243,Saint-Christol-lès-Alès,1975-08-28 09:40:00,10000,4700,4800,0,,,,,,500,,1.0,Accidentelle,,,,,
1975,1711,34,34056,Castelnau-de-Guers,1975-08-28 15:50:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,1559,30,30157,Mars,1975-08-28 16:55:00,10000,4700,4800,0,,,,,,500,,1.0,Naturelle,,,,,
1975,1704,34,34081,Colombiers,1975-08-28 17:50:00,5000,2350,2400,0,,,,,,250,,1.0,Involontaire (travaux),,,,,
1975,1560,30,30288,Saint-Nazaire,1975-08-29 11:50:00,3000,1410,1440,0,,,,,,150,,1.0,Malveillance,,,,,
1975,1561,30,30007,Alès,1975-08-29 15:00:00,40000,18800,19200,0,,,,,,2000,,1.0,,,,,,
1975,1562,30,30288,Saint-Nazaire,1975-08-29 18:00:00,1000,470,480,0,,,,,,50,,1.0,Malveillance,,,,,
1975,1563,30,30092,Connaux,1975-08-30 10:40:00,1000,470,480,0,,,,,,50,,1.0,Accidentelle,,,,,
1975,268,07,07279,Saint-Montant,1975-08-30 11:30:00,1000,470,480,0,,,,,,50,,1.0,Accidentelle,,,,,
1975,2335,83,83153,Saint-Mandrier-sur-Mer,1975-08-30 16:47:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1679,34,34016,Aumelas,1975-08-30 17:20:00,35000,16450,16800,0,,,,,,1750,,1.0,Involontaire (travaux),,,,,
1975,673,13,13112,Velaux,1975-08-31 11:27:00,1000,470,480,0,,,,,,50,,5.0,,,,,,
1975,1268,2B,2B261,Rogliano,1975-09-01 09:38:00,5000,2350,2400,0,,,,,,250,,,Accidentelle,,,,,
1975,1269,2A,2A351,Villanova,1975-09-01 13:45:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1681,34,34219,Prémian,1975-09-02 21:00:00,120000,56400,57600,0,,,,,,6000,,1.0,,,,,,
1975,1680,34,34229,Riols,1975-09-03 13:30:00,120000,56400,57600,0,,,,,,6000,,1.0,,,,,,
1975,672,13,13117,Vitrolles,1975-09-04 14:08:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,350,11,11025,Bagnoles,1975-09-04 15:30:00,20000,9400,9600,0,,,,,,1000,,5.0,Involontaire (travaux),,,,,
1975,1270,2A,2A001,Afa,1975-09-05 12:45:00,9000,4230,4320,0,,,,,,450,,,,,,,,
1975,1719,34,34101,Florensac,1975-09-05 13:50:00,7000,3290,3360,0,,,,,,350,,1.0,,,,,,
1975,2455,84,84079,Monieux,1975-09-05 14:00:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1271,2A,2A271,Sarrola-Carcopino,1975-09-05 15:00:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,2336,83,83137,Toulon,1975-09-05 15:41:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (particulier),,,,,
1975,388,11,11257,Monze,1975-09-05 18:00:00,20000,9400,9600,0,,,,,,1000,,1.0,Involontaire (travaux),,,,,
1975,2337,83,83139,Tourtour,1975-09-06 11:00:00,15000,7050,7200,0,,,,,,750,,5.0,Involontaire (particulier),,,,,
1975,1272,2B,2B333,Vallecalle,1975-09-06 11:25:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1273,2B,2B172,Murato,1975-09-06 13:20:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1683,34,34310,Thézan-lès-Béziers,1975-09-06 14:10:00,30000,14100,14400,0,,,,,,1500,,1.0,,,,,,
1975,1274,2A,2A004,Ajaccio,1975-09-06 15:18:00,2000,940,960,0,,,,,,100,,,,,,,,
1975,1275,2B,2B190,Olmi-Cappella,1975-09-06 18:30:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,1277,2B,2B333,Vallecalle,1975-09-07 12:15:00,15000,7050,7200,0,,,,,,750,,,,,,,,
1975,1276,2B,2B239,Poggio-d'Oletta,1975-09-07 12:15:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1278,2B,2B123,Ghisonaccia,1975-09-07 17:20:00,3000,1410,1440,0,,,,,,150,,,,,,,,
1975,1279,2A,2A085,Cauro,1975-09-08 16:35:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,2338,83,83153,Saint-Mandrier-sur-Mer,1975-09-08 17:15:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1682,34,34056,Castelnau-de-Guers,1975-09-08 22:00:00,5000,2350,2400,0,,,,,,250,,1.0,Naturelle,,,,,
1975,2339,83,83153,Saint-Mandrier-sur-Mer,1975-09-09 10:40:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,2345,83,83112,Saint-Cyr-sur-Mer,1975-09-09 12:05:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (particulier),,,,,
1975,674,13,13041,Gardanne,1975-09-09 14:20:00,1000,470,480,0,,,,,,50,,5.0,,,,,,
1975,2340,83,83153,Saint-Mandrier-sur-Mer,1975-09-09 14:30:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,2341,83,83153,Saint-Mandrier-sur-Mer,1975-09-09 15:35:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,1564,30,30307,Les Salles-du-Gardon,1975-09-10 08:45:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,2343,83,83153,Saint-Mandrier-sur-Mer,1975-09-11 15:55:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,1280,2A,2A132,Guargualé,1975-09-11 16:20:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,2344,83,83115,Sainte-Maxime,1975-09-11 18:45:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,1281,2B,2B314,Santo-Pietro-di-Tenda,1975-09-12 13:00:00,15000,7050,7200,0,,,,,,750,,,,,,,,
1975,389,11,11351,Saint-Laurent-de-la-Cabrerisse,1975-09-12 18:00:00,300000,141000,144000,0,,,,,,15000,,1.0,,,,,,
1975,1282,2B,2B025,Avapessa,1975-09-13 07:53:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1283,2A,2A348,Vico,1975-09-13 12:31:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1284,2A,2A247,Porto-Vecchio,1975-09-13 15:00:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,2347,83,83063,La Garde-Freinet,1975-09-13 16:34:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,1285,2A,2A211,Petreto-Bicchisano,1975-09-13 17:00:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,2346,83,83036,Cavalaire-sur-Mer,1975-09-13 18:13:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (particulier),,,,,
1975,2348,83,83094,Plan-de-la-Tour,1975-09-13 20:17:00,1000,470,480,0,,,,,,50,,1.0,,,,,,
1975,675,13,13110,Trets,1975-09-14 15:01:00,6000,2820,2880,0,,,,,,300,,1.0,,,,,,
1975,676,13,13071,Les Pennes-Mirabeau,1975-09-14 15:11:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1286,2A,2A360,Zigliara,1975-09-15 14:10:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1287,2A,2A032,Bastelicaccia,1975-09-15 17:00:00,15000,7050,7200,0,,,,,,750,,,,,,,,
1975,1288,2A,2A154,Marignana,1975-09-16 11:30:00,9000,4230,4320,0,,,,,,450,,,,,,,,
1975,1289,2B,2B205,Patrimonio,1975-09-16 16:22:00,9000,4230,4320,0,,,,,,450,,,,,,,,
1975,1290,2B,2B046,Cagnano,1975-09-16 16:45:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,2349,83,83118,Saint-Raphaël,1975-09-16 19:00:00,1000,470,480,0,,,,,,50,,1.0,Accidentelle,,,,,
1975,1291,2A,2A228,Pietrosella,1975-09-16 19:35:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,1293,2A,2A048,Calcatoggio,1975-09-16 20:00:00,150000,70500,72000,0,,,,,,7500,,,,,,,,
1975,1292,2A,2A232,Pila-Canale,1975-09-16 20:45:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1294,2A,2A032,Bastelicaccia,1975-09-16 21:00:00,2000000,940000,960000,0,,,,,,100000,,,,,,,,
1975,1295,2A,2A271,Sarrola-Carcopino,1975-09-17 00:50:00,200000,94000,96000,0,,,,,,10000,,,,,,,,
1975,1297,2A,2A232,Pila-Canale,1975-09-17 08:30:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1296,2B,2B167,Montegrosso,1975-09-17 08:45:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1298,2B,2B290,Speloncato,1975-09-17 10:05:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,677,13,13106,Septèmes-les-Vallons,1975-09-17 10:10:00,200000,94000,96000,0,,,,,,10000,,1.0,,,,,,
1975,1303,2B,2B188,Olmeta-di-Tuda,1975-09-17 10:15:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1299,2A,2A098,Coti-Chiavari,1975-09-17 10:15:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,678,13,13055,Marseille,1975-09-17 10:45:00,20000,9400,9600,0,,,,,,1000,,5.0,Involontaire (travaux),,,,,
1975,1300,2A,2A189,Olmeto,1975-09-17 11:00:00,50000,23500,24000,0,,,,,,2500,,,,,,,,
1975,1301,2B,2B298,Saint-Florent,1975-09-17 11:20:00,80000,37600,38400,0,,,,,,4000,,,,,,,,
1975,2350,83,83036,Cavalaire-sur-Mer,1975-09-17 11:31:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (travaux),,,,,
1975,1302,2A,2A004,Ajaccio,1975-09-17 11:40:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1308,2B,2B229,Pietroso,1975-09-17 12:10:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,1304,2B,2B316,Santa-Reparata-di-Balagna,1975-09-17 12:15:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1305,2A,2A259,Rezza,1975-09-17 12:30:00,300000,141000,144000,0,,,,,,15000,,,,,,,,
1975,1306,2A,2A132,Guargualé,1975-09-17 12:55:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1307,2B,2B223,Pietralba,1975-09-17 13:20:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1310,2A,2A129,Grossa,1975-09-17 13:50:00,200000,94000,96000,0,,,,,,10000,,,,,,,,
1975,1309,2A,2A348,Vico,1975-09-17 14:10:00,40000,18800,19200,0,,,,,,2000,,,,,,,,
1975,1311,2B,2B138,Lavatoggio,1975-09-17 15:00:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,1312,2A,2A041,Bonifacio,1975-09-17 16:11:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,679,13,13117,Vitrolles,1975-09-17 21:33:00,1000,470,480,0,,,,,,50,,5.0,,,,,,
1975,1313,2A,2A142,Levie,1975-09-18 11:40:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,2351,83,83021,Bras,1975-09-18 12:25:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (travaux),,,,,
1975,1314,2B,2B342,Ventiseri,1975-09-18 12:40:00,50000,23500,24000,0,,,,,,2500,,,,,,,,
1975,1315,2B,2B314,Santo-Pietro-di-Tenda,1975-09-18 12:43:00,30000,14100,14400,0,,,,,,1500,,,,,,,,
1975,1316,2A,2A308,Sainte-Lucie-de-Tallano,1975-09-18 13:28:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,2352,83,83025,Brue-Auriac,1975-09-18 14:30:00,1000,470,480,0,,,,,,50,,1.0,Involontaire (travaux),,,,,
1975,1317,2A,2A158,Mela,1975-09-18 15:55:00,2000,940,960,0,,,,,,100,,,,,,,,
1975,1318,2B,2B084,Cateri,1975-09-18 17:10:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1319,2B,2B020,Aregno,1975-09-18 19:15:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1320,2B,2B135,Isolaccio-di-Fiumorbo,1975-09-19 10:40:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,1321,2B,2B251,Prunelli-di-Fiumorbo,1975-09-19 14:00:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1322,2B,2B314,Santo-Pietro-di-Tenda,1975-09-20 16:15:00,15000,7050,7200,0,,,,,,750,,,,,,,,
1975,390,11,11367,Saissac,1975-09-20 17:00:00,40000,18800,19200,0,,,,,,2000,,4.0,Involontaire (travaux),,,,,
1975,1323,2B,2B352,Ville-di-Paraso,1975-09-20 17:05:00,10000,4700,4800,0,,,,,,500,,,,,,,,
1975,1324,2A,2A065,Cargèse,1975-09-21 10:10:00,20000,9400,9600,0,,,,,,1000,,,,,,,,
1975,1325,2A,2A060,Cannelle,1975-09-21 10:45:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,392,11,11081,Caunes-Minervois,1975-09-21 15:40:00,20000,9400,9600,0,,,,,,1000,,1.0,Involontaire (particulier),,,,,
1975,1327,2B,2B316,Santa-Reparata-di-Balagna,1975-09-21 17:00:00,3000,1410,1440,0,,,,,,150,,,,,,,,
1975,1326,2A,2A131,Guagno,1975-09-21 17:30:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1565,30,30028,Bagnols-sur-Cèze,1975-09-22 00:00:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,1328,2A,2A189,Olmeto,1975-09-22 16:00:00,1000,470,480,0,,,,,,50,,,,,,,,
1975,1329,2A,2A362,Zonza,1975-09-22 21:00:00,9000,4230,4320,0,,,,,,450,,,,,,,,
1975,391,11,11248,Montirat,1975-09-23 11:21:00,20000,9400,9600,0,,,,,,1000,,5.0,,,,,,
1975,2353,83,83097,Pourrières,1975-09-23 15:14:00,2000,940,960,0,,,,,,100,,1.0,,,,,,
1975,1330,2A,2A129,Grossa,1975-09-23 16:25:00,2000,940,960,0,,,,,,100,,,,,,,,
1975,1566,30,30132,La Grand-Combe,1975-09-24 16:40:00,5000,2350,2400,0,,,,,,250,,1.0,,,,,,
1975,62,06,06060,Falicon,1975-09-25 12:28:00,10000,4700,4800,0,,,,,,500,,1.0,,,,,,
1975,1331,2A,2A031,Bastelica,1975-09-25 13:08:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1332,2B,2B239,Poggio-d'Oletta,1975-09-25 14:14:00,5000,2350,2400,0,,,,,,250,,,,,,,,
1975,1333,2B,2B126,Giuncaggio,1975-09-26 14:45:00,2000,940,960,0,,,,,,100,,,,,,,,
1975,1334,2A,2A065,Cargèse,1975-09-26 17:50:00,15000,7050,7200,0,,,,,,750,,,,,,,,
1975,2456,84,84014,Beaumont-de-Pertuis,1975-09-27 16:00:00,1000,470,480,0,,,,,,50,,3.0,,,,,,
